[2025-08-31T01:53:32.193Z] [INFO] [T+0m] 🚀 Starting S2 — Unkillable Harness (2 Hours, Zero-Leak Cert)
[2025-08-31T01:53:57.036Z] [ERROR] [T+0m] 🔌 SSE sse-2 max reconnects reached
[2025-08-31T01:53:57.037Z] [ERROR] [T+0m] 🔌 SSE sse-14 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.037Z] [ERROR] [T+0m] 🔌 SSE sse-14 max reconnects reached
[2025-08-31T01:53:57.532Z] [ERROR] [T+0m] 🔌 SSE sse-3 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.532Z] [ERROR] [T+0m] 🔌 SSE sse-3 max reconnects reached
[2025-08-31T01:53:57.588Z] [ERROR] [T+0m] 🔌 SSE sse-12 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.589Z] [ERROR] [T+0m] 🔌 SSE sse-12 max reconnects reached
[2025-08-31T01:53:57.686Z] [ERROR] [T+0m] 🔌 SSE sse-5 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.686Z] [ERROR] [T+0m] 🔌 SSE sse-5 max reconnects reached
[2025-08-31T01:53:57.748Z] [ERROR] [T+0m] 🔌 SSE sse-16 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.748Z] [ERROR] [T+0m] 🔌 SSE sse-16 max reconnects reached
[2025-08-31T01:53:57.779Z] [ERROR] [T+0m] 🔌 SSE sse-15 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.779Z] [ERROR] [T+0m] 🔌 SSE sse-15 max reconnects reached
[2025-08-31T01:53:57.811Z] [ERROR] [T+0m] 🔌 SSE sse-4 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:57.811Z] [ERROR] [T+0m] 🔌 SSE sse-4 max reconnects reached
[2025-08-31T01:53:58.208Z] [ERROR] [T+0m] 🔌 SSE sse-8 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:58.209Z] [ERROR] [T+0m] 🔌 SSE sse-8 max reconnects reached
[2025-08-31T01:53:58.318Z] [ERROR] [T+0m] 🔌 SSE sse-19 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:58.318Z] [ERROR] [T+0m] 🔌 SSE sse-19 max reconnects reached
[2025-08-31T01:53:58.334Z] [ERROR] [T+0m] 🔌 SSE sse-17 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:58.335Z] [ERROR] [T+0m] 🔌 SSE sse-17 max reconnects reached
[2025-08-31T01:53:58.564Z] [ERROR] [T+0m] 🔌 SSE sse-6 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:58.565Z] [ERROR] [T+0m] 🔌 SSE sse-6 max reconnects reached
[2025-08-31T01:53:58.565Z] [ERROR] [T+0m] 🔌 SSE sse-18 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:58.565Z] [ERROR] [T+0m] 🔌 SSE sse-18 max reconnects reached
[2025-08-31T01:53:59.317Z] [ERROR] [T+0m] 🔌 SSE sse-7 request error: 404 - {"error":"Run not found"}
[2025-08-31T01:53:59.317Z] [ERROR] [T+0m] 🔌 SSE sse-7 max reconnects reached
[2025-08-31T01:54:02.235Z] [ERROR] [T+0m] ❌ Registry pulse error: 200 - {"success":true,"name":"s2-test-package","version":"1.0.1756605242233","published_at":"2025-08-31T01:54:02.234Z"}
[2025-08-31T01:54:03.567Z] [INFO] [T+0m] 🛑 Received SIGINT - graceful shutdown
